dstport,protocol,tag
23,tcp,sv_P1
28,tcp,sv_P7
28,tcp,sv_P7
36994,1,sv_P8
993,tcp,email
29337,1,sv_P10
14853,17,sv_P9
47957,6,sv_P9
27647,6,sv_P8
60246,17,sv_P8
143,tcp,email
24556,17,sv_P9
38365,17,sv_P10
17031,6,sv_P8
56626,6,sv_P8
63533,1,sv_P10
993,tcp,email
32957,1,sv_P9
26303,1,sv_P10
46436,6,sv_P10
35612,17,sv_P8
63128,17,sv_P8
62135,17,sv_P10
4054,6,sv_P8
43785,6,sv_P9
443,tcp,sv_P2
23206,17,sv_P9
143,tcp,email
68,udp,sv_P2
15714,6,sv_P10
3389,tcp,sv_P5
49392,1,sv_P10
26,tcp,sv_P6
23612,1,sv_P10
45340,17,sv_P10
22,tcp,sv_P4
443,tcp,sv_P2
3389,tcp,sv_P5
58195,1,sv_P10
143,tcp,email
15184,17,sv_P9
37432,6,sv_P8
39689,1,sv_P8
68,udp,sv_P2
18587,17,sv_P9
32909,6,sv_P10
11283,6,sv_P10
143,tcp,email
443,tcp,sv_P2
143,tcp,email
9689,1,sv_P10
24338,1,sv_P9
23,tcp,sv_P1
47922,17,sv_P8
16166,6,sv_P8
52716,1,sv_P8
61853,6,sv_P9
42660,6,sv_P8
22,tcp,sv_P4
993,tcp,email
143,tcp,email
43867,6,sv_P10
3389,tcp,sv_P5
18984,1,sv_P9
25930,17,sv_P10
39018,6,sv_P8
64712,17,sv_P9
57980,6,sv_P8
7381,1,sv_P10
3389,tcp,sv_P5
36419,6,sv_P10
23,tcp,sv_P1
33111,1,sv_P10
55368,17,sv_P9
22634,1,sv_P10
0,icmp,sv_P5
169,1,sv_P8
24228,17,sv_P8
45866,6,sv_P10
62835,1,sv_P10
39512,6,sv_P8
26,tcp,sv_P6
11448,17,sv_P8
54724,6,sv_P8
1373,1,sv_P10
25,tcp,sv_P1
22,tcp,sv_P4
25,tcp,sv_P1
12773,6,sv_P10
58456,17,sv_P9
110,tcp,email
35039,17,sv_P10
35555,1,sv_P9
6949,17,sv_P10
143,tcp,email
28515,1,sv_P9
22,tcp,sv_P4
23,tcp,sv_P1
46216,6,sv_P8
52204,17,sv_P9
43149,1,sv_P10
22,tcp,sv_P4
23,tcp,sv_P1
11550,1,sv_P8
2313,1,sv_P8
3389,tcp,sv_P5
1516,6,sv_P10
58486,1,sv_P9
110,tcp,email
22,tcp,sv_P4
23717,6,sv_P10
61584,17,sv_P9
63220,17,sv_P8
23,tcp,sv_P1
23,tcp,sv_P1
28,tcp,sv_P7
54950,17,sv_P9
22831,6,sv_P9
143,tcp,email
143,tcp,email
21467,6,sv_P8
110,tcp,email
12838,6,sv_P8
26,tcp,sv_P6
3389,tcp,sv_P5
22,tcp,sv_P4
3368,17,sv_P10
11557,6,sv_P10
28,tcp,sv_P7
3141,1,sv_P8
6301,1,sv_P8
50713,17,sv_P10
28,tcp,sv_P7
45092,6,sv_P8
39953,17,sv_P10
443,tcp,sv_P2
68,udp,sv_P2
35290,1,sv_P9
43230,1,sv_P9
31,udp,SV_P3
26,tcp,sv_P6
110,tcp,email
65178,17,sv_P10
63675,17,sv_P8
28,tcp,sv_P7
12310,1,sv_P8
54226,17,sv_P10
54410,6,sv_P8
2553,1,sv_P9
23,tcp,sv_P1
993,tcp,email
55404,6,sv_P9
54225,1,sv_P9
25,tcp,sv_P1
20482,6,sv_P10
15510,17,sv_P10
28,tcp,sv_P7
39538,17,sv_P8
110,tcp,email
56341,17,sv_P9
110,tcp,email
60912,1,sv_P8
6742,6,sv_P8
1372,6,sv_P9
0,icmp,sv_P5
143,tcp,email
28,tcp,sv_P7
22,tcp,sv_P4
22,tcp,sv_P4
44963,17,sv_P9
993,tcp,email
0,icmp,sv_P5
49406,6,sv_P10
26,tcp,sv_P6
143,tcp,email
28,tcp,sv_P7
443,tcp,sv_P2
143,tcp,email
38982,17,sv_P10
3389,tcp,sv_P5
993,tcp,email
40294,1,sv_P9
38732,17,sv_P8
22,tcp,sv_P4
55474,6,sv_P9
25,tcp,sv_P1
45749,6,sv_P8
56917,1,sv_P9
23,tcp,sv_P1
41052,17,sv_P9
993,tcp,email
34251,17,sv_P8
35335,6,sv_P8
143,tcp,email
0,icmp,sv_P5
68,udp,sv_P2
0,icmp,sv_P5
56645,6,sv_P9
110,tcp,email
0,icmp,sv_P5
33734,1,sv_P9
5330,6,sv_P8
26,tcp,sv_P6
143,tcp,email
23,tcp,sv_P1
26,tcp,sv_P6
68,udp,sv_P2
53331,6,sv_P8
993,tcp,email
10045,6,sv_P9
23,tcp,sv_P1
143,tcp,email
49706,6,sv_P8
0,icmp,sv_P5
443,tcp,sv_P2
57387,1,sv_P9
68,udp,sv_P2
22,tcp,sv_P4
21376,17,sv_P9
26,tcp,sv_P6
5559,1,sv_P10
143,tcp,email
110,tcp,email
28,tcp,sv_P7
34265,17,sv_P10
27712,6,sv_P10
23,tcp,sv_P1
31,udp,SV_P3
24842,6,sv_P8
3389,tcp,sv_P5
63062,17,sv_P10
27307,17,sv_P8
443,tcp,sv_P2
8008,17,sv_P10
23,tcp,sv_P1
31,udp,SV_P3
443,tcp,sv_P2
8554,17,sv_P8
26,tcp,sv_P6
993,tcp,email
143,tcp,email
26,tcp,sv_P6
68,udp,sv_P2
3389,tcp,sv_P5
51121,1,sv_P10
29069,1,sv_P10
0,icmp,sv_P5
54721,1,sv_P10
110,tcp,email
42644,6,sv_P9
2087,1,sv_P10
53954,6,sv_P8
39783,1,sv_P9
68,udp,sv_P2
25,tcp,sv_P1
0,icmp,sv_P5
10005,17,sv_P10
31,udp,SV_P3
23,tcp,sv_P1
65090,6,sv_P9
3389,tcp,sv_P5
993,tcp,email
28601,17,sv_P10
25,tcp,sv_P1
31,udp,SV_P3
5913,1,sv_P8
31,udp,SV_P3
993,tcp,email
34463,1,sv_P8
26,tcp,sv_P6
28591,6,sv_P9
53297,17,sv_P8
30265,1,sv_P9
12691,6,sv_P9
19939,6,sv_P8
54243,6,sv_P8
993,tcp,email
24602,6,sv_P9
0,icmp,sv_P5
110,tcp,email
41265,17,sv_P8
34316,17,sv_P9
39473,1,sv_P10
26225,17,sv_P8
993,tcp,email
110,tcp,email
65412,17,sv_P8
143,tcp,email
64701,6,sv_P9
22590,6,sv_P10
13759,1,sv_P9
443,tcp,sv_P2
993,tcp,email
12839,17,sv_P10
110,tcp,email
443,tcp,sv_P2
20,1,sv_P10
26,tcp,sv_P6
21011,1,sv_P10
26,tcp,sv_P6
0,icmp,sv_P5
110,tcp,email
8733,6,sv_P8
23,tcp,sv_P1
26,tcp,sv_P6
110,tcp,email
33255,17,sv_P8
2490,1,sv_P10
143,tcp,email
28,tcp,sv_P7
47785,17,sv_P10
65152,1,sv_P9
14968,17,sv_P10
25,tcp,sv_P1
22,tcp,sv_P4
11025,6,sv_P10
20415,1,sv_P8
26,tcp,sv_P6
110,tcp,email
110,tcp,email
3389,tcp,sv_P5
2039,6,sv_P10
35313,6,sv_P10
143,tcp,email
44918,1,sv_P9
45219,1,sv_P10
110,tcp,email
3389,tcp,sv_P5
4519,1,sv_P10
9902,6,sv_P8
110,tcp,email
26,tcp,sv_P6
3389,tcp,sv_P5
68,udp,sv_P2
13085,6,sv_P8
25978,1,sv_P9
993,tcp,email
31,udp,SV_P3
110,tcp,email
22,tcp,sv_P4
41822,6,sv_P10
0,icmp,sv_P5
28,tcp,sv_P7
63409,1,sv_P9
3417,17,sv_P8
443,tcp,sv_P2
28962,6,sv_P9
56494,1,sv_P10
51448,17,sv_P8
42241,1,sv_P9
68,udp,sv_P2
58719,6,sv_P9
44111,1,sv_P8
46366,6,sv_P10
5178,6,sv_P10
19837,1,sv_P9
16820,6,sv_P8
22,tcp,sv_P4
28,tcp,sv_P7
4329,6,sv_P10
23,tcp,sv_P1
0,icmp,sv_P5
56017,1,sv_P9
0,icmp,sv_P5
25,tcp,sv_P1
50976,17,sv_P8
143,tcp,email
37181,1,sv_P10
1066,6,sv_P8
68,udp,sv_P2
3389,tcp,sv_P5
22,tcp,sv_P4
23,tcp,sv_P1
68,udp,sv_P2
20759,6,sv_P9
40090,1,sv_P10
26,tcp,sv_P6
34295,6,sv_P9
31,udp,SV_P3
28,tcp,sv_P7
26,tcp,sv_P6
31,udp,SV_P3
49679,1,sv_P9
56284,6,sv_P9
31,udp,SV_P3
30519,17,sv_P10
54249,6,sv_P8
68,udp,sv_P2
993,tcp,email
28096,6,sv_P8
23,tcp,sv_P1
8442,1,sv_P10
32489,1,sv_P10
443,tcp,sv_P2
17722,17,sv_P8
110,tcp,email
22,tcp,sv_P4
143,tcp,email
56483,6,sv_P10
26785,1,sv_P10
26922,1,sv_P8
24885,1,sv_P9
443,tcp,sv_P2
22,tcp,sv_P4
24305,6,sv_P9
13522,1,sv_P9
993,tcp,email
22595,6,sv_P9
21392,1,sv_P8
993,tcp,email
24084,17,sv_P8
6493,6,sv_P9
29871,1,sv_P10
31,udp,SV_P3
54037,6,sv_P8
22,tcp,sv_P4
2321,1,sv_P8
58244,17,sv_P8
10853,1,sv_P8
68,udp,sv_P2
31,udp,SV_P3
50408,17,sv_P8
38363,17,sv_P10
34147,6,sv_P10
31,udp,SV_P3
61201,17,sv_P9
29754,1,sv_P8
26,tcp,sv_P6
12864,1,sv_P10
44313,1,sv_P9
49041,6,sv_P9
143,tcp,email
41246,6,sv_P10
25,tcp,sv_P1
15776,6,sv_P8
993,tcp,email
993,tcp,email
45093,1,sv_P10
2203,1,sv_P9
45264,17,sv_P8
3389,tcp,sv_P5
3389,tcp,sv_P5
23,tcp,sv_P1
54669,1,sv_P9
31,udp,SV_P3
35816,1,sv_P8
22,tcp,sv_P4
16103,1,sv_P8
64730,17,sv_P9
35879,17,sv_P8
7260,6,sv_P8
44259,6,sv_P10
28,tcp,sv_P7
18808,6,sv_P9
7639,6,sv_P8
9667,17,sv_P9
3240,17,sv_P9
44784,1,sv_P10
22,tcp,sv_P4
25,tcp,sv_P1
25,tcp,sv_P1
19544,6,sv_P10
0,icmp,sv_P5
110,tcp,email
23,tcp,sv_P1
57878,6,sv_P8
52632,6,sv_P8
993,tcp,email
52150,1,sv_P10
443,tcp,sv_P2
17291,17,sv_P10
110,tcp,email
28,tcp,sv_P7
63932,17,sv_P9
68,udp,sv_P2
3389,tcp,sv_P5
23,tcp,sv_P1
143,tcp,email
143,tcp,email
31,udp,SV_P3
993,tcp,email
31,udp,SV_P3
3389,tcp,sv_P5
28,tcp,sv_P7
14511,1,sv_P10
7793,1,sv_P9
65221,17,sv_P9
62916,1,sv_P10
15234,17,sv_P8
143,tcp,email
110,tcp,email
3389,tcp,sv_P5
22,tcp,sv_P4
31,udp,SV_P3
31,udp,SV_P3
56552,1,sv_P10
61762,6,sv_P10
143,tcp,email
31463,6,sv_P9
68,udp,sv_P2
22,tcp,sv_P4
50583,1,sv_P9
15285,1,sv_P9
38555,17,sv_P9
3668,1,sv_P10
143,tcp,email
16360,6,sv_P8
19308,17,sv_P9
26496,17,sv_P10
28289,1,sv_P10
64300,1,sv_P9
23,tcp,sv_P1
62379,6,sv_P10
143,tcp,email
14906,1,sv_P9
143,tcp,email
0,icmp,sv_P5
18378,6,sv_P10
26450,6,sv_P9
3389,tcp,sv_P5
31,udp,SV_P3
38210,6,sv_P10
41262,17,sv_P8
30006,1,sv_P10
26,tcp,sv_P6
1396,17,sv_P9
54220,17,sv_P9
37102,1,sv_P10
23,tcp,sv_P1
4036,1,sv_P10
68,udp,sv_P2
3653,1,sv_P9
26,tcp,sv_P6
14983,1,sv_P9
63822,17,sv_P10
28,tcp,sv_P7
31,udp,SV_P3
22,tcp,sv_P4
22971,6,sv_P9
44582,6,sv_P9
49414,17,sv_P9
26,tcp,sv_P6
27897,17,sv_P10
49462,17,sv_P10
22,tcp,sv_P4
15014,1,sv_P8
993,tcp,email
22,tcp,sv_P4
23347,6,sv_P8
443,tcp,sv_P2
48928,6,sv_P10
23,tcp,sv_P1
22,tcp,sv_P4
31,udp,SV_P3
31560,1,sv_P8
32320,1,sv_P8
443,tcp,sv_P2
60154,17,sv_P8
25,tcp,sv_P1
3389,tcp,sv_P5
68,udp,sv_P2
37464,1,sv_P8
23,tcp,sv_P1
22235,1,sv_P10
44127,17,sv_P8
23,tcp,sv_P1
33491,1,sv_P10
23447,17,sv_P8
44238,17,sv_P10
25,tcp,sv_P1
31,udp,SV_P3
47089,1,sv_P10
143,tcp,email
26,tcp,sv_P6
7949,1,sv_P8
28698,1,sv_P8
26,tcp,sv_P6
3389,tcp,sv_P5
28992,17,sv_P9
60081,1,sv_P8
25,tcp,sv_P1
12333,1,sv_P10
49395,1,sv_P10
25,tcp,sv_P1
26874,17,sv_P10
10044,17,sv_P10
443,tcp,sv_P2
23,tcp,sv_P1
11675,17,sv_P9
6087,1,sv_P8
31,udp,SV_P3
68,udp,sv_P2
55291,6,sv_P10
143,tcp,email
49575,17,sv_P8
0,icmp,sv_P5
6843,6,sv_P10
39175,17,sv_P8
55004,17,sv_P8
25,tcp,sv_P1
25,tcp,sv_P1
43534,6,sv_P10
3389,tcp,sv_P5
28,tcp,sv_P7
22,tcp,sv_P4
32356,1,sv_P10
19884,6,sv_P8
46792,6,sv_P8
56374,17,sv_P10
68,udp,sv_P2
59010,1,sv_P10
0,icmp,sv_P5
34775,6,sv_P8
22,tcp,sv_P4
22,tcp,sv_P4
443,tcp,sv_P2
10481,17,sv_P9
23676,1,sv_P10
110,tcp,email
14146,6,sv_P10
3389,tcp,sv_P5
4802,1,sv_P8
32638,17,sv_P10
68,udp,sv_P2
62965,1,sv_P9
993,tcp,email
31615,17,sv_P9
31,udp,SV_P3
3389,tcp,sv_P5
35786,1,sv_P10
23,tcp,sv_P1
0,icmp,sv_P5
9757,6,sv_P8
110,tcp,email
26,tcp,sv_P6
31885,17,sv_P8
59094,6,sv_P9
63042,6,sv_P10
25,tcp,sv_P1
143,tcp,email
25,tcp,sv_P1
35465,1,sv_P10
22,tcp,sv_P4
30650,6,sv_P9
23,tcp,sv_P1
25,tcp,sv_P1
143,tcp,email
46266,6,sv_P8
110,tcp,email
10694,1,sv_P8
56196,1,sv_P9
110,tcp,email
21894,17,sv_P8
14764,6,sv_P9
7905,17,sv_P10
31,udp,SV_P3
443,tcp,sv_P2
26,tcp,sv_P6
28,tcp,sv_P7
26,tcp,sv_P6
68,udp,sv_P2
68,udp,sv_P2
65250,6,sv_P9
993,tcp,email
3389,tcp,sv_P5
443,tcp,sv_P2
34017,6,sv_P8
26,tcp,sv_P6
43468,6,sv_P10
443,tcp,sv_P2
62932,1,sv_P9
23,tcp,sv_P1
10643,17,sv_P10
48410,1,sv_P8
443,tcp,sv_P2
25,tcp,sv_P1
26,tcp,sv_P6
22,tcp,sv_P4
30320,17,sv_P8
26399,17,sv_P10
34842,17,sv_P9
22309,17,sv_P9
45496,6,sv_P10
68,udp,sv_P2
0,icmp,sv_P5
110,tcp,email
50524,6,sv_P10
68,udp,sv_P2
26,tcp,sv_P6
4487,1,sv_P10
26493,17,sv_P10
143,tcp,email
21369,6,sv_P10
31,udp,SV_P3
25,tcp,sv_P1
25,tcp,sv_P1
993,tcp,email
993,tcp,email
41369,1,sv_P10
32527,17,sv_P9
18303,6,sv_P8
25,tcp,sv_P1
68,udp,sv_P2
23,tcp,sv_P1
41698,17,sv_P9
64062,1,sv_P9
110,tcp,email
34386,17,sv_P10
993,tcp,email
28579,6,sv_P9
31,udp,SV_P3
0,icmp,sv_P5
51431,17,sv_P9
3389,tcp,sv_P5
2407,1,sv_P8
68,udp,sv_P2
17223,17,sv_P10
0,icmp,sv_P5
304,17,sv_P10
0,icmp,sv_P5
14410,17,sv_P8
21933,6,sv_P8
19677,17,sv_P10
29067,6,sv_P10
26,tcp,sv_P6
13092,1,sv_P8
0,icmp,sv_P5
993,tcp,email
28,tcp,sv_P7
0,icmp,sv_P5
667,6,sv_P8
22208,1,sv_P9
22366,1,sv_P9
25,tcp,sv_P1
4361,6,sv_P8
23,tcp,sv_P1
46207,6,sv_P10
32844,6,sv_P10
0,icmp,sv_P5
10241,6,sv_P8
46312,17,sv_P10
28,tcp,sv_P7
17089,17,sv_P8
28,tcp,sv_P7
3389,tcp,sv_P5
22,tcp,sv_P4
7033,1,sv_P10
61784,6,sv_P8
25,tcp,sv_P1
22,tcp,sv_P4
443,tcp,sv_P2
64264,1,sv_P9
23082,6,sv_P9
0,icmp,sv_P5
143,tcp,email
53291,1,sv_P10
15802,1,sv_P10
28,tcp,sv_P7
26,tcp,sv_P6
993,tcp,email
110,tcp,email
0,icmp,sv_P5
25,tcp,sv_P1
47374,1,sv_P9
993,tcp,email
9780,1,sv_P9
28,tcp,sv_P7
993,tcp,email
68,udp,sv_P2
50022,6,sv_P8
17662,1,sv_P10
53423,17,sv_P10
53138,1,sv_P10
12874,17,sv_P10
26,tcp,sv_P6
24456,6,sv_P9
443,tcp,sv_P2
18912,1,sv_P10
42995,17,sv_P8
26662,1,sv_P10
22161,1,sv_P9
51529,6,sv_P9
143,tcp,email
443,tcp,sv_P2
16366,17,sv_P9
28,tcp,sv_P7
31,udp,SV_P3
32364,6,sv_P9
62147,17,sv_P8
993,tcp,email
18176,17,sv_P10
54480,6,sv_P9
31,udp,SV_P3
143,tcp,email
53214,6,sv_P8
18954,6,sv_P9
13656,1,sv_P9
31,udp,SV_P3
22,tcp,sv_P4
10343,6,sv_P9
6435,6,sv_P10
68,udp,sv_P2
56239,1,sv_P10
39108,6,sv_P10
22,tcp,sv_P4
28,tcp,sv_P7
68,udp,sv_P2
58906,17,sv_P9
42926,17,sv_P9
37304,6,sv_P8
3389,tcp,sv_P5
42300,17,sv_P8
65146,17,sv_P10
28,tcp,sv_P7
25,tcp,sv_P1
26771,6,sv_P10
41941,17,sv_P8
49520,6,sv_P10
53835,1,sv_P9
68,udp,sv_P2
8723,6,sv_P10
24562,17,sv_P8
0,icmp,sv_P5
68,udp,sv_P2
143,tcp,email
25,tcp,sv_P1
0,icmp,sv_P5
26,tcp,sv_P6
20308,17,sv_P10
993,tcp,email
28,tcp,sv_P7
993,tcp,email
50479,6,sv_P8
61,6,sv_P9
23,tcp,sv_P1
1881,17,sv_P9
110,tcp,email
23,tcp,sv_P1
58087,17,sv_P10
57654,6,sv_P10
22,tcp,sv_P4
110,tcp,email
47480,6,sv_P10
68,udp,sv_P2
22,tcp,sv_P4
42644,1,sv_P8
7937,6,sv_P10
0,icmp,sv_P5
30329,1,sv_P10
10863,1,sv_P9
65316,1,sv_P10
60463,17,sv_P9
31018,1,sv_P10
22,tcp,sv_P4
36538,17,sv_P8
110,tcp,email
26018,1,sv_P9
15696,6,sv_P8
25,tcp,sv_P1
3780,17,sv_P8
110,tcp,email
60983,17,sv_P8
0,icmp,sv_P5
22,tcp,sv_P4
110,tcp,email
10985,17,sv_P8
0,icmp,sv_P5
22,tcp,sv_P4
143,tcp,email
31,udp,SV_P3
68,udp,sv_P2
443,tcp,sv_P2
143,tcp,email
37506,1,sv_P10
443,tcp,sv_P2
7310,6,sv_P10
24535,1,sv_P9
22,tcp,sv_P4
25,tcp,sv_P1
36518,1,sv_P8
44991,1,sv_P9
4348,17,sv_P9
0,icmp,sv_P5
8192,17,sv_P10
3620,6,sv_P9
3389,tcp,sv_P5
25,tcp,sv_P1
1693,6,sv_P9
9839,6,sv_P10
8880,1,sv_P10
59162,17,sv_P8
993,tcp,email
443,tcp,sv_P2
993,tcp,email
25,tcp,sv_P1
25,tcp,sv_P1
31,udp,SV_P3
53139,17,sv_P8
40981,17,sv_P8
31,udp,SV_P3
68,udp,sv_P2
443,tcp,sv_P2
26793,17,sv_P8
11875,1,sv_P10
993,tcp,email
28,tcp,sv_P7
25,tcp,sv_P1
3083,6,sv_P9
22,tcp,sv_P4
44570,17,sv_P8
25,tcp,sv_P1
61180,6,sv_P10
25,tcp,sv_P1
34300,17,sv_P8
143,tcp,email
23,tcp,sv_P1
3426,6,sv_P9
68,udp,sv_P2
9679,17,sv_P8
31,udp,SV_P3
45049,6,sv_P9
53609,17,sv_P10
64312,1,sv_P9
28128,6,sv_P9
23,tcp,sv_P1
28,tcp,sv_P7
443,tcp,sv_P2
3389,tcp,sv_P5
3389,tcp,sv_P5
64487,6,sv_P10
993,tcp,email
30829,6,sv_P10
110,tcp,email
38497,17,sv_P10
20854,17,sv_P9
443,tcp,sv_P2
28,tcp,sv_P7
45784,1,sv_P8
31,udp,SV_P3
143,tcp,email
143,tcp,email
25482,6,sv_P10
17487,17,sv_P9
51435,6,sv_P9
3710,1,sv_P9
54291,1,sv_P8
31,udp,SV_P3
7900,17,sv_P8
3389,tcp,sv_P5
14674,17,sv_P8
13888,6,sv_P10
993,tcp,email
30944,1,sv_P10
3389,tcp,sv_P5
31,udp,SV_P3
0,icmp,sv_P5
28,tcp,sv_P7
143,tcp,email
32419,6,sv_P9
110,tcp,email
35092,17,sv_P8
58863,17,sv_P8
23,tcp,sv_P1
25,tcp,sv_P1
68,udp,sv_P2
4485,17,sv_P9
980,1,sv_P9
993,tcp,email
65145,1,sv_P10
19070,6,sv_P8
31,udp,SV_P3
3389,tcp,sv_P5
143,tcp,email
110,tcp,email
443,tcp,sv_P2
43960,17,sv_P9
68,udp,sv_P2
24385,17,sv_P9
143,tcp,email
0,icmp,sv_P5
143,tcp,email
50796,6,sv_P9
110,tcp,email
143,tcp,email
31,udp,SV_P3
23,tcp,sv_P1
31652,6,sv_P9
21700,17,sv_P9
32084,1,sv_P9
45519,1,sv_P9
110,tcp,email
29949,1,sv_P8
39310,1,sv_P9
31,udp,SV_P3
21762,17,sv_P8
14614,17,sv_P10
50034,17,sv_P10
68,udp,sv_P2
46649,1,sv_P8
56763,1,sv_P10
58948,17,sv_P8
26,tcp,sv_P6
64554,17,sv_P10
42399,6,sv_P9
22,tcp,sv_P4
28,tcp,sv_P7
26,tcp,sv_P6
28,tcp,sv_P7
68,udp,sv_P2
0,icmp,sv_P5
56875,1,sv_P8
68,udp,sv_P2
3389,tcp,sv_P5
28,tcp,sv_P7
22,tcp,sv_P4
27323,6,sv_P10
6054,1,sv_P8
59014,17,sv_P10
19930,17,sv_P10
19604,17,sv_P9
25,tcp,sv_P1
19624,17,sv_P8
3389,tcp,sv_P5
57587,6,sv_P10
443,tcp,sv_P2
16161,1,sv_P8
0,icmp,sv_P5
64145,6,sv_P9
22920,6,sv_P9
68,udp,sv_P2
61160,1,sv_P8
64193,6,sv_P10
49422,17,sv_P8
12406,1,sv_P8
44070,17,sv_P9
443,tcp,sv_P2
52429,1,sv_P8
59468,6,sv_P10
1923,1,sv_P9
53258,6,sv_P9
23,tcp,sv_P1
25,tcp,sv_P1
19417,17,sv_P8
47439,1,sv_P9
6778,1,sv_P8
26,tcp,sv_P6
23,tcp,sv_P1
26,tcp,sv_P6
993,tcp,email
53563,1,sv_P8
68,udp,sv_P2
18956,17,sv_P10
54396,17,sv_P9
31,udp,SV_P3
0,icmp,sv_P5
28,tcp,sv_P7
2664,6,sv_P10
31,udp,SV_P3
22711,6,sv_P8
16698,1,sv_P9
27006,17,sv_P10
45464,17,sv_P10
68,udp,sv_P2
30037,17,sv_P10
3389,tcp,sv_P5
110,tcp,email
143,tcp,email
53622,17,sv_P10
8539,1,sv_P10
42628,6,sv_P8
110,tcp,email
25,tcp,sv_P1
3389,tcp,sv_P5
443,tcp,sv_P2
993,tcp,email
26,tcp,sv_P6
47672,1,sv_P10
18831,1,sv_P9
6953,1,sv_P8
370,1,sv_P9
40737,1,sv_P10
28,tcp,sv_P7
143,tcp,email
58776,17,sv_P8
31,udp,SV_P3
443,tcp,sv_P2
22,tcp,sv_P4
443,tcp,sv_P2
0,icmp,sv_P5
29754,17,sv_P9
42825,1,sv_P9
23,tcp,sv_P1
143,tcp,email
25,tcp,sv_P1
26,tcp,sv_P6
56154,17,sv_P10
42632,6,sv_P9
1182,1,sv_P9
14663,6,sv_P10
68,udp,sv_P2
56115,1,sv_P8
9618,6,sv_P10
0,icmp,sv_P5
26,tcp,sv_P6
993,tcp,email
48784,1,sv_P10
25,tcp,sv_P1
23,tcp,sv_P1
25,tcp,sv_P1
52248,1,sv_P10
26,tcp,sv_P6
19392,6,sv_P10
50528,17,sv_P9
62409,6,sv_P10
26,tcp,sv_P6
25,tcp,sv_P1
52040,6,sv_P9
0,icmp,sv_P5
28,tcp,sv_P7
143,tcp,email
32951,1,sv_P10
443,tcp,sv_P2
25,tcp,sv_P1
10183,6,sv_P9
23,tcp,sv_P1
24931,17,sv_P8
46532,1,sv_P10
16617,17,sv_P9
31,udp,SV_P3
143,tcp,email
58611,6,sv_P10
43165,1,sv_P8
11706,6,sv_P9
33634,17,sv_P9
68,udp,sv_P2
26958,6,sv_P8
21593,6,sv_P10
22,tcp,sv_P4
22,tcp,sv_P4
50339,1,sv_P10
55152,6,sv_P8
14341,17,sv_P8
23,tcp,sv_P1
993,tcp,email
31,udp,SV_P3
45942,6,sv_P8
50447,17,sv_P10
542,1,sv_P10
26,tcp,sv_P6
993,tcp,email
31302,17,sv_P8
23,tcp,sv_P1
443,tcp,sv_P2
25,tcp,sv_P1
5347,1,sv_P10
29766,6,sv_P9
23,tcp,sv_P1
34760,6,sv_P8
31,udp,SV_P3
0,icmp,sv_P5
25248,6,sv_P8
28,tcp,sv_P7
31,udp,SV_P3
68,udp,sv_P2
3406,1,sv_P10
68,udp,sv_P2
27752,1,sv_P8
110,tcp,email
28,tcp,sv_P7
54006,17,sv_P8
25119,6,sv_P8
2621,17,sv_P9
0,icmp,sv_P5
4992,17,sv_P8
0,icmp,sv_P5
443,tcp,sv_P2
17169,17,sv_P10
32968,17,sv_P10
22,tcp,sv_P4
42411,1,sv_P9
52620,1,sv_P10
41393,6,sv_P9
65069,6,sv_P10
31,udp,SV_P3
993,tcp,email
39005,6,sv_P8
3389,tcp,sv_P5
110,tcp,email
35011,17,sv_P9
0,icmp,sv_P5
5658,6,sv_P10
3389,tcp,sv_P5
24780,1,sv_P10
26,tcp,sv_P6
23,tcp,sv_P1
34360,17,sv_P8
28,tcp,sv_P7
31,udp,SV_P3
46447,17,sv_P10
110,tcp,email
68,udp,sv_P2
28,tcp,sv_P7
43377,6,sv_P8
59810,6,sv_P8
14320,1,sv_P9
54856,6,sv_P10
62269,1,sv_P9
6594,1,sv_P8
10739,1,sv_P8
23,tcp,sv_P1
993,tcp,email
23561,6,sv_P9
13730,17,sv_P9
64412,17,sv_P8
31,udp,SV_P3
7706,1,sv_P9
18277,1,sv_P9
43905,1,sv_P10
25,tcp,sv_P1
49506,6,sv_P10
143,tcp,email
110,tcp,email
17614,6,sv_P10
19587,1,sv_P10
60569,17,sv_P9
43511,17,sv_P9
56115,17,sv_P8
63247,6,sv_P10
575,6,sv_P9
143,tcp,email
3389,tcp,sv_P5
31,udp,SV_P3
3389,tcp,sv_P5
993,tcp,email
993,tcp,email
29635,6,sv_P9
48856,1,sv_P10
5069,1,sv_P8
28,tcp,sv_P7
143,tcp,email
23,tcp,sv_P1
143,tcp,email
31738,1,sv_P9
22339,1,sv_P8
22,tcp,sv_P4
41411,6,sv_P9
23,tcp,sv_P1
7570,17,sv_P10
31,udp,SV_P3
10383,1,sv_P10
8166,6,sv_P9
6152,17,sv_P10
62809,1,sv_P10
1840,17,sv_P8
64249,17,sv_P10
49557,17,sv_P8
68,udp,sv_P2
31,udp,SV_P3
48915,1,sv_P8
23,tcp,sv_P1
63276,17,sv_P8
32844,6,sv_P10
48798,17,sv_P10
34146,17,sv_P9
110,tcp,email
26,tcp,sv_P6
25,tcp,sv_P1
110,tcp,email
143,tcp,email
993,tcp,email
143,tcp,email
443,tcp,sv_P2
0,icmp,sv_P5
48455,17,sv_P9
68,udp,sv_P2
5744,1,sv_P9
9877,17,sv_P9
25,tcp,sv_P1
